|__SUBDIVISION,|__YEAR,|__ANNUAL,|__JF,|__MAM,|__JJAS,|__OND
Naga Mani Mizo Tripura,1955,2865,11.9,655.5,1789,408.7
Naga Mani Mizo Tripura,1956,3022.7,19.6,691.7,2015.7,295.6
Naga Mani Mizo Tripura,1957,2303.9,119.7,415.1,1618.3,150.8
Naga Mani Mizo Tripura,1958,1968.6,93.4,512.6,1119,243.5
Naga Mani Mizo Tripura,1959,2327.6,117.6,482,1371.2,356.8
Naga Mani Mizo Tripura,1960,1799.9,6.1,252.8,1323.5,217.5
Naga Mani Mizo Tripura,1961,1901.2,47,482.4,1250.5,121.3
Naga Mani Mizo Tripura,1962,1822.5,37.8,301.9,1352.4,130.4
Naga Mani Mizo Tripura,1963,2970,4.6,508.4,2075.9,381.1
Naga Mani Mizo Tripura,1964,2328.7,41.1,651.7,1297.4,338.4
Naga Mani Mizo Tripura,1965,2031,63.4,264.7,1479.1,223.7
Naga Mani Mizo Tripura,1966,2478.6,17.7,315.4,1832.6,313
Naga Mani Mizo Tripura,1967,2229.9,85,573.1,1374.9,196.8
Naga Mani Mizo Tripura,1968,2110,38.1,476.9,1497.4,97.6
Naga Mani Mizo Tripura,1969,3610,22.4,387.9,3050.2,149.5
Naga Mani Mizo Tripura,1970,4316.2,352.1,579.6,2841.3,543.2
Naga Mani Mizo Tripura,1971,3080.7,96,572.9,2141.5,270.5
Naga Mani Mizo Tripura,1972,1353.8,50.7,347,898.7,57.5
Naga Mani Mizo Tripura,1973,2105.8,62.7,493.5,1183.8,365.8
Naga Mani Mizo Tripura,1974,2329.6,11.3,478.1,1590.3,249.9
Naga Mani Mizo Tripura,1975,2209.7,25.7,425.3,1407.1,351.5
Naga Mani Mizo Tripura,1976,2651.4,54.7,588.6,1909,99.2
Naga Mani Mizo Tripura,1977,2358.5,49.1,715.1,1389.9,204.4
Naga Mani Mizo Tripura,1978,2150.8,4.7,648.6,1405.5,92
Naga Mani Mizo Tripura,1979,1749.2,9.6,287.1,1314.4,138.1
Naga Mani Mizo Tripura,1980,2305,49.6,708.8,1377.3,169.3
Naga Mani Mizo Tripura,1981,2072.2,53,750.9,1214.2,54.2
Naga Mani Mizo Tripura,1982,2027.5,54.9,401.7,1496.3,74.5
Naga Mani Mizo Tripura,1983,2588,68.4,951.1,1343,225.4
Naga Mani Mizo Tripura,1984,2454,19.2,869.2,1407.3,158.3
Naga Mani Mizo Tripura,1985,2105.3,42.6,627.5,1364.2,70.9
Naga Mani Mizo Tripura,1986,2342.3,16.1,434.1,1422.8,469.3
Naga Mani Mizo Tripura,1987,2361.3,20.8,408.8,1679.4,252.3
Naga Mani Mizo Tripura,1988,2820.2,34,695.6,1712.4,378.2
Naga Mani Mizo Tripura,1989,2359,27.8,363.2,1607.6,360.4
Naga Mani Mizo Tripura,1990,2582.3,32.7,787.2,1452,310.4
Naga Mani Mizo Tripura,1991,2851.9,69.4,937,1467.2,378.3
Naga Mani Mizo Tripura,1992,2221.4,71.5,369.2,1503.6,277.1
Naga Mani Mizo Tripura,1993,2881.7,150.4,747.7,1802.3,181.4
Naga Mani Mizo Tripura,1994,1712.5,39.6,484.7,1059.2,129
Naga Mani Mizo Tripura,1995,2340.2,41.9,375.2,1637.9,285.3
Naga Mani Mizo Tripura,1996,2194.5,38.1,535.3,1413.9,207.2
Naga Mani Mizo Tripura,1997,2212,35.1,501.4,1567.9,107.7
Naga Mani Mizo Tripura,1998,2225.4,59.7,653.2,1367.9,144.7
Naga Mani Mizo Tripura,1999,2233,2.2,457.3,1510.9,262.6
Naga Mani Mizo Tripura,2000,2363.9,48.6,746.9,1357.9,210.4
Naga Mani Mizo Tripura,2001,2149,48.4,436.1,1332.6,332
Naga Mani Mizo Tripura,2002,2242.3,22.5,645.1,1397.8,176.9
Naga Mani Mizo Tripura,2003,2162.2,15.3,502.4,1423.4,221.1
Naga Mani Mizo Tripura,2004,2353.7,7.4,563.5,1643.2,139.6
Naga Mani Mizo Tripura,2005,1836.7,21.4,453.7,1141.1,220.4
Naga Mani Mizo Tripura,2006,1872,12.9,498.8,1253.2,107.1
Naga Mani Mizo Tripura,2007,2538.2,62.6,525.8,1676.6,273.2
Naga Mani Mizo Tripura,2008,1748.9,44.4,305.3,1243,156.1
Naga Mani Mizo Tripura,2009,1737.7,3.2,330.1,1219.9,184.5
Naga Mani Mizo Tripura,2010,2295.2,8.9,541.4,1482,262.9
Naga Mani Mizo Tripura,2011,1892.1,16.1,467.4,1313.4,95.2
Naga Mani Mizo Tripura,2012,1922.9,34.7,427.3,1267.6,193.3
Naga Mani Mizo Tripura,2013,1557.2,5.9,428.9,995.2,127.1
Naga Mani Mizo Tripura,2014,1599.9,22.2,267.5,1237.2,73
Naga Mani Mizo Tripura,2015,1922.4,28.7,473.4,1287.7,132.6
Naga Mani Mizo Tripura,2016,1956.4,42,478.7,1229,206.7
Naga Mani Mizo Tripura,2017,2805.4,12.7,599.7,1829.8,363.3
Sub Himalayan West Bengal & Sikkim,1901,2113.2,41.3,238.9,1757,76.1
Sub Himalayan West Bengal & Sikkim,1902,3180.4,1.9,484.6,2613.9,80.1
Sub Himalayan West Bengal & Sikkim,1903,2404.5,14.3,201.9,2046.7,141.6
Sub Himalayan West Bengal & Sikkim,1904,2169.9,32.5,458.8,1503.7,174.8
Sub Himalayan West Bengal & Sikkim,1905,3005,43.2,447,2405.6,109.3
Sub Himalayan West Bengal & Sikkim,1906,2618,58.5,241.5,2169,149
Sub Himalayan West Bengal & Sikkim,1907,2530,31.2,336.1,2112.9,49.8
Sub Himalayan West Bengal & Sikkim,1908,1988.2,43.5,378.6,1527.8,38.3
Sub Himalayan West Bengal & Sikkim,1909,2670.1,10.7,339.7,2177.5,142.2
Sub Himalayan West Bengal & Sikkim,1910,3046.1,19.9,291.1,2535.7,199.3
Sub Himalayan West Bengal & Sikkim,1911,3194.2,29.7,473.3,2352.3,338.9
Sub Himalayan West Bengal & Sikkim,1912,2793.6,14.3,493.8,2030.1,255.4
Sub Himalayan West Bengal & Sikkim,1913,2935.1,35.9,400.1,2287.4,211.8
Sub Himalayan West Bengal & Sikkim,1914,2414.1,72.2,396,1887.9,58
Sub Himalayan West Bengal & Sikkim,1915,2504.9,53.9,489.5,1831.5,130.1
Sub Himalayan West Bengal & Sikkim,1916,3476.8,24.2,479.4,2756.6,216.6
Sub Himalayan West Bengal & Sikkim,1917,2841.6,22.4,264.5,2198.4,356.3
Sub Himalayan West Bengal & Sikkim,1918,2981.4,2.2,465.3,2478.2,35.6
Sub Himalayan West Bengal & Sikkim,1919,2544.5,24.6,276.7,2066.1,177
Sub Himalayan West Bengal & Sikkim,1920,2884.1,25.1,295.3,2402.5,161.2
Sub Himalayan West Bengal & Sikkim,1921,3513.4,43.9,715.5,2560.4,193.7
Sub Himalayan West Bengal & Sikkim,1922,3001.9,20.4,268.1,2620.3,93.1
Sub Himalayan West Bengal & Sikkim,1923,2489,40.2,444.5,1925.4,78.9
Sub Himalayan West Bengal & Sikkim,1924,2950.9,4.3,379.7,2355.4,211.5
Sub Himalayan West Bengal & Sikkim,1925,2886.6,9.1,559.3,2233.3,84.9
Sub Himalayan West Bengal & Sikkim,1926,2637.7,15.6,346.4,2162.8,112.9
Sub Himalayan West Bengal & Sikkim,1927,2732.2,55,401.2,2152,124
Sub Himalayan West Bengal & Sikkim,1928,2868.9,37.3,308.9,2250.7,272.1
Sub Himalayan West Bengal & Sikkim,1929,2931.3,51.7,399.4,1942,538.3
Sub Himalayan West Bengal & Sikkim,1930,2184.5,37.5,305.4,1646.7,194.9
Sub Himalayan West Bengal & Sikkim,1931,2876.5,12.4,423.2,2311.6,129.3
Sub Himalayan West Bengal & Sikkim,1932,2715.6,10,336.9,2057.8,310.9
Sub Himalayan West Bengal & Sikkim,1933,2514.2,25.9,318.9,2015,154.4
Sub Himalayan West Bengal & Sikkim,1934,2612.9,70.7,314.7,2065.4,162.2
Sub Himalayan West Bengal & Sikkim,1935,2785.1,37.9,289.7,2431.5,26.1
Sub Himalayan West Bengal & Sikkim,1936,2660.3,12.5,407.3,2118.8,121.6
Sub Himalayan West Bengal & Sikkim,1937,2568.4,68.6,336,1803.4,360.4
Sub Himalayan West Bengal & Sikkim,1938,3249.3,8.9,544.7,2588.7,106.9
Sub Himalayan West Bengal & Sikkim,1939,2591.1,19.8,280.8,2137.4,153.1
Sub Himalayan West Bengal & Sikkim,1940,2320.2,54.2,363,1878.7,24.3
Sub Himalayan West Bengal & Sikkim,1941,2718,10.1,477,2049.9,181
Sub Himalayan West Bengal & Sikkim,1942,2365.4,26.1,486.4,1795.6,57.3
Sub Himalayan West Bengal & Sikkim,1943,2917.6,80.8,424.9,2367.4,44.5
Sub Himalayan West Bengal & Sikkim,1944,2583.2,52.8,408.6,2062.8,59
Sub Himalayan West Bengal & Sikkim,1945,2755.4,49.2,432.6,2036.5,237.1
Sub Himalayan West Bengal & Sikkim,1946,2768.5,11.6,465.7,1986.1,305.1
Sub Himalayan West Bengal & Sikkim,1947,2534.1,2.4,340.5,2046.9,144.3
Sub Himalayan West Bengal & Sikkim,1948,2936.6,15.9,557.3,2119.1,244.2
Sub Himalayan West Bengal & Sikkim,1949,3287.7,35.1,647.8,2288.1,316.7
Sub Himalayan West Bengal & Sikkim,1950,2762.5,19.9,286.7,2324.5,131.5
Sub Himalayan West Bengal & Sikkim,1951,2683.1,1.5,331.7,2154.5,195.4
Sub Himalayan West Bengal & Sikkim,1952,3270.7,23.4,669.9,2404.3,173.1
Sub Himalayan West Bengal & Sikkim,1953,2594,39,405.8,2039.1,110.2
Sub Himalayan West Bengal & Sikkim,1954,3055.6,25.9,390,2549.9,89.7
Sub Himalayan West Bengal & Sikkim,1955,2992.9,7.4,326.6,2596.9,62
Sub Himalayan West Bengal & Sikkim,1956,2885.5,16.2,628.4,1991.4,249.6
Sub Himalayan West Bengal & Sikkim,1957,2225.5,112,203.7,1824.6,85.1
Sub Himalayan West Bengal & Sikkim,1958,2820.3,25.6,404.8,2239.4,150.4
Sub Himalayan West Bengal & Sikkim,1959,2580.1,105.5,394.6,1734.2,346
Sub Himalayan West Bengal & Sikkim,1960,2610.5,6.6,350,2182,71.9
Sub Himalayan West Bengal & Sikkim,1961,2304.2,50.4,338.1,1780.8,135
Sub Himalayan West Bengal & Sikkim,1962,2521.7,54.7,390.3,1996.4,80.3
Sub Himalayan West Bengal & Sikkim,1963,2604.7,2.7,459.7,1965.1,177.2
Sub Himalayan West Bengal & Sikkim,1964,2981.4,1.2,321,2504.7,154.5
Sub Himalayan West Bengal & Sikkim,1965,2762.7,22.1,350.1,2318.2,72.3
Sub Himalayan West Bengal & Sikkim,1966,2515.3,37.1,286.2,2069.1,123
Sub Himalayan West Bengal & Sikkim,1967,2860.5,2.4,397.8,2312.6,147.7
Sub Himalayan West Bengal & Sikkim,1968,3378.8,31,362.4,2583.3,402.1
Sub Himalayan West Bengal & Sikkim,1969,2424.9,14.4,396,1934.6,79.9
Sub Himalayan West Bengal & Sikkim,1970,2702.3,31.4,332.9,2273.9,64.1
Sub Himalayan West Bengal & Sikkim,1971,3226.8,49.7,547.4,2274.4,355.4
Sub Himalayan West Bengal & Sikkim,1972,2414.6,51,473.9,1789.7,100
Sub Himalayan West Bengal & Sikkim,1973,2804.6,49.7,448,2005.1,301.8
Sub Himalayan West Bengal & Sikkim,1974,3341.6,21.6,644.2,2489.4,186.3
Sub Himalayan West Bengal & Sikkim,1975,2663.6,50.2,350.4,2080.8,182.2
Sub Himalayan West Bengal & Sikkim,1976,2793.9,59.7,443.6,2140.8,149.8
Sub Himalayan West Bengal & Sikkim,1977,2906.5,22.6,621.3,1912.7,349.8
Sub Himalayan West Bengal & Sikkim,1978,2377.8,32.6,499.2,1711.1,134.8
Sub Himalayan West Bengal & Sikkim,1979,2511.7,34.9,257.7,1862.9,356.3
Sub Himalayan West Bengal & Sikkim,1980,3148.6,56.4,507.8,2430.4,154.1
Sub Himalayan West Bengal & Sikkim,1981,2969.3,71.8,537.1,2295.9,64.6
Sub Himalayan West Bengal & Sikkim,1982,2337.7,10.1,347.1,1895.7,84.8
Sub Himalayan West Bengal & Sikkim,1983,2838.8,83.7,458.3,2147.6,149.1
Sub Himalayan West Bengal & Sikkim,1984,2748.4,40.6,530,1982.1,195.7
Sub Himalayan West Bengal & Sikkim,1985,3037.9,32.8,471.2,2277.3,256.6
Sub Himalayan West Bengal & Sikkim,1986,2365.4,7.1,282.4,1838.9,237
Sub Himalayan West Bengal & Sikkim,1987,3185.5,38.1,380.6,2609.8,157.1
Sub Himalayan West Bengal & Sikkim,1988,3141.4,31.4,436.5,2573.6,99.9
Sub Himalayan West Bengal & Sikkim,1989,2854.6,62.6,462.2,2182.5,147.2
Sub Himalayan West Bengal & Sikkim,1990,3565.3,113.6,596.6,2726,129.1
Sub Himalayan West Bengal & Sikkim,1991,3072.4,65.7,432.3,2474.4,99.9
Sub Himalayan West Bengal & Sikkim,1992,2358.8,56.7,363.4,1798.8,140
Sub Himalayan West Bengal & Sikkim,1993,2895.9,72.9,516.2,2047.3,259.6
Sub Himalayan West Bengal & Sikkim,1994,2127.3,104.6,484.1,1443.6,95
Sub Himalayan West Bengal & Sikkim,1995,3557.8,59,484.5,2812,202.3
Sub Himalayan West Bengal & Sikkim,1996,2800.3,65.1,546.1,2081.3,107.8
Sub Himalayan West Bengal & Sikkim,1997,2551.4,50.2,362.9,2024.2,114.1
Sub Himalayan West Bengal & Sikkim,1998,3655.1,50.5,533.4,2846.8,224.3
Sub Himalayan West Bengal & Sikkim,1999,3323.3,14.9,509.3,2537.9,261.2
Sub Himalayan West Bengal & Sikkim,2000,2908,46.9,566.6,2187.8,106.7
Sub Himalayan West Bengal & Sikkim,2001,2612.6,24.5,532.2,1730.5,325.4
Sub Himalayan West Bengal & Sikkim,2002,2547,40.1,514.4,1897.2,95.2
Sub Himalayan West Bengal & Sikkim,2003,2723.3,96.3,473.3,1895.1,258.7
Sub Himalayan West Bengal & Sikkim,2004,2714.7,31.4,491.5,1980.1,211.8
Sub Himalayan West Bengal & Sikkim,2005,2807.7,40.6,541.6,1945.1,280.4
Sub Himalayan West Bengal & Sikkim,2006,2262.1,17.7,429.6,1668.2,146.6
Sub Himalayan West Bengal & Sikkim,2007,2638.9,84.2,421.7,2042.5,90.3
Sub Himalayan West Bengal & Sikkim,2008,2689.9,55.3,393,2117.3,124.3
Sub Himalayan West Bengal & Sikkim,2009,2324.6,46.3,478.9,1549.6,249.8
Sub Himalayan West Bengal & Sikkim,2010,2612.3,25.2,590,1920.8,76.3
Sub Himalayan West Bengal & Sikkim,2011,2418.7,28.4,453.9,1858.6,77.7
Sub Himalayan West Bengal & Sikkim,2012,2632.2,29.2,407.7,2056,139.3
Sub Himalayan West Bengal & Sikkim,2013,2406.1,26.7,443.4,1717.6,218.5
Sub Himalayan West Bengal & Sikkim,2014,2322.6,26.9,394.2,1862.6,38.9
Sub Himalayan West Bengal & Sikkim,2015,2518.6,30.7,518.5,1883,86.4
Sub Himalayan West Bengal & Sikkim,2016,2624.8,27.9,434,2007.1,155.8
Sub Himalayan West Bengal & Sikkim,2017,2684.9,8.1,458.2,2047.3,171.3
Gangetic West Bengal,1901,1487.6,95.5,189.7,1068,134.4
Gangetic West Bengal,1902,1347.7,1.2,309.6,984,52.9
Gangetic West Bengal,1903,1354.3,42.1,146.4,959.6,206.2
Gangetic West Bengal,1904,1383.1,24,213.3,1106.4,39.3
Gangetic West Bengal,1905,1666.9,80.5,326.3,1147.6,112.6
Gangetic West Bengal,1906,1395.6,170.4,135.7,936.9,152.6
Gangetic West Bengal,1907,1337,24.8,226.9,1047.3,38
Gangetic West Bengal,1908,1400,32.1,117.1,1229.2,21.5
Gangetic West Bengal,1909,1697.8,12.1,242.9,1344.8,98
Gangetic West Bengal,1910,1385.9,33.8,159.4,1021.8,170.9
Gangetic West Bengal,1911,1264.9,4.1,188.5,966.7,105.5
Gangetic West Bengal,1912,1347.4,25.3,229.8,914,178.2
Gangetic West Bengal,1913,1826.8,114.8,204.9,1356.3,150.9
Gangetic West Bengal,1914,1383.9,31,309.2,998.8,44.9
Gangetic West Bengal,1915,1310.3,15.1,228.5,919,147.6
Gangetic West Bengal,1916,1600.5,2.7,101.2,1131.6,365
Gangetic West Bengal,1917,1775.8,34,220.6,1153.2,368
Gangetic West Bengal,1918,1395.4,1.4,281.8,1104.8,7.5
Gangetic West Bengal,1919,1482.2,61.3,197.6,1139.8,83.6
Gangetic West Bengal,1920,1363.6,37.1,244.1,973.7,108.7
Gangetic West Bengal,1921,1300.2,46.6,123.9,1077.8,51.9
Gangetic West Bengal,1922,1655.6,10.5,95.4,1467.7,81.9
Gangetic West Bengal,1923,1285.2,92.3,101.8,1000.8,90.3
Gangetic West Bengal,1924,1266.5,13.5,103.7,1004.7,144.6
Gangetic West Bengal,1925,1273.6,25.5,213.5,847,187.6
Gangetic West Bengal,1926,1705.4,35.9,222.4,1358.1,89
Gangetic West Bengal,1927,1190.5,69,128.1,931.2,62.3
Gangetic West Bengal,1928,1625,15.9,163.8,1293.5,151.8
Gangetic West Bengal,1929,1557.3,56,133.1,1072.3,296
Gangetic West Bengal,1930,1380.8,13.8,124.8,1105,137.3
Gangetic West Bengal,1931,1475.8,76.8,161.3,1009.4,228.3
Gangetic West Bengal,1932,1306.9,12.9,233.6,885.9,174.4
Gangetic West Bengal,1933,1867.2,69.6,250.9,1398.9,147.7
Gangetic West Bengal,1934,1117.4,25.1,99,875.6,117.7
Gangetic West Bengal,1935,1015.1,38.3,99,866.5,11.2
Gangetic West Bengal,1936,1505.6,22.4,260.5,1136.6,86.1
Gangetic West Bengal,1937,1522.5,112.8,155.8,1142.5,111.4
Gangetic West Bengal,1938,1337.8,48.8,246.6,949.3,93.1
Gangetic West Bengal,1939,1698.4,25.5,101.3,1329.1,242.6
Gangetic West Bengal,1940,1358.5,30.3,221.1,1038.1,68.9
Gangetic West Bengal,1941,1801.1,29.7,115.9,1361.3,294.3
Gangetic West Bengal,1942,1615.6,18,130.8,1310.3,156.5
Gangetic West Bengal,1943,1446.2,65.1,155.9,1135.3,90
Gangetic West Bengal,1944,1406.4,84.3,121.1,1121.8,79.1
Gangetic West Bengal,1945,1271.5,31.6,191,804.3,244.6
Gangetic West Bengal,1946,1714.2,4.2,260.4,1224.3,225.3
Gangetic West Bengal,1947,1363,16.5,165.7,1050.9,129.9
Gangetic West Bengal,1948,1532.1,58.1,236.9,1006.8,230.3
Gangetic West Bengal,1949,1493.7,9.8,337.2,1034.8,111.8
Gangetic West Bengal,1950,1615.6,6.5,141.2,1259.5,208.5
Gangetic West Bengal,1951,1214,0.4,142.7,894.5,176.5
Gangetic West Bengal,1952,1395.7,1.4,199.9,1032.2,162.1
Gangetic West Bengal,1953,1505.8,39.9,80.3,1291,94.6
Gangetic West Bengal,1954,1080,18.2,100.5,875,86.3
Gangetic West Bengal,1955,1268.2,5.2,83.8,953.4,225.9
Gangetic West Bengal,1956,1714.2,38.3,217.9,1283.7,174.2
Gangetic West Bengal,1957,1130.5,76.8,31.1,984.4,38.3
Gangetic West Bengal,1958,1151.1,38.4,109.5,885.1,118.2
Gangetic West Bengal,1959,1812.9,46.3,137,1297.7,332
Gangetic West Bengal,1960,1245.5,2,154.2,1017.7,71.6
Gangetic West Bengal,1961,1290.4,86.8,111.6,990.1,101.9
Gangetic West Bengal,1962,1173.6,21.9,140.9,869.7,141.1
Gangetic West Bengal,1963,1289.5,2.7,170.9,974.4,141.5
Gangetic West Bengal,1964,1278.5,13.8,161.1,971.6,132
Gangetic West Bengal,1965,1263.7,34.2,124.5,1024.5,80.5
Gangetic West Bengal,1966,1118.7,37.5,66.8,888.5,125.9
Gangetic West Bengal,1967,1348.4,55.8,163.2,1074.4,55
Gangetic West Bengal,1968,1597.7,13.3,55.7,1374.3,154.3
Gangetic West Bengal,1969,1404,9.9,190.1,1134.9,69.3
Gangetic West Bengal,1970,1648.5,25.9,111.1,1300.7,210.9
Gangetic West Bengal,1971,2099.8,44.8,301.1,1559,194.9
Gangetic West Bengal,1972,1333.2,45.8,45.6,1179.9,61.8
Gangetic West Bengal,1973,1735.2,10.2,227.8,1245.7,251.5
Gangetic West Bengal,1974,1470.7,3.6,207.5,1114.6,144.9
Gangetic West Bengal,1975,1466.2,28.6,114.5,1138.9,184.2
Gangetic West Bengal,1976,1240.6,32.8,201.3,922.6,83.8
Gangetic West Bengal,1977,1840.6,35.9,273.6,1361,170.1
Gangetic West Bengal,1978,1872.5,22.6,216.5,1467.9,165.5
Gangetic West Bengal,1979,1157.9,43.3,58.7,975.9,79.9
Gangetic West Bengal,1980,1521,38.1,192.7,1131.2,159.1
Gangetic West Bengal,1981,1909,77.6,426.5,1316.7,88.2
Gangetic West Bengal,1982,1111,38.2,195.2,830.4,47.1
Gangetic West Bengal,1983,1463.6,48.2,223.7,1009.4,182.3
Gangetic West Bengal,1984,1831.7,21.7,129.8,1568.4,111.8
Gangetic West Bengal,1985,1413.4,32.9,132.4,1109.1,139
Gangetic West Bengal,1986,1791,15.9,201.7,1244.8,328.5
Gangetic West Bengal,1987,1591.5,8.9,187.2,1309.9,85.5
Gangetic West Bengal,1988,1681.5,24.6,208.1,1308.4,140.4
Gangetic West Bengal,1989,1626.3,5.3,185.1,1308.3,127.5
Gangetic West Bengal,1990,1961.3,64.4,346,1325.4,225.6
Gangetic West Bengal,1991,1609.1,39.2,142.2,1219,208.7
Gangetic West Bengal,1992,1414.6,63.5,152.1,1128.3,70.7
Gangetic West Bengal,1993,1759.7,4,235.6,1387.6,132.5
Gangetic West Bengal,1994,1530.8,72.6,169,1196.8,92.5
Gangetic West Bengal,1995,1936,50.3,221.7,1411,253.1
Gangetic West Bengal,1996,1504,24.2,117,1202.7,160
Gangetic West Bengal,1997,1657.7,42.3,244.1,1288.1,83.1
Gangetic West Bengal,1998,1632.7,83.9,268.9,1011.5,268.4
Gangetic West Bengal,1999,1957,0.8,230,1517.2,209
Gangetic West Bengal,2000,1572.1,67.4,272.8,1153.9,77.9
Gangetic West Bengal,2001,1540.6,2.2,258,1108,172.4
Gangetic West Bengal,2002,1613.3,27.8,218.1,1244.9,122.5
Gangetic West Bengal,2003,1496.7,12.2,188.2,928.2,368.1
Gangetic West Bengal,2004,1569.4,4.9,150.7,1192.3,221.5
Gangetic West Bengal,2005,1604.9,38.6,207,1002.6,356.6
Gangetic West Bengal,2006,1660.5,3.9,191.9,1408.8,55.9
Gangetic West Bengal,2007,1941.4,60.1,176.7,1624.2,80.4
Gangetic West Bengal,2008,1555.2,61.8,148.8,1272.3,72.4
Gangetic West Bengal,2009,1315,3.8,249.5,974.6,87.1
Gangetic West Bengal,2010,1064.8,10.5,151.3,770.7,132.2
Gangetic West Bengal,2011,1686.5,5.2,248.1,1393.6,39.6
Gangetic West Bengal,2012,1268,56,106.3,969.9,135.8
Gangetic West Bengal,2013,1764.1,12.5,246.3,1152,353.3
Gangetic West Bengal,2014,1261.4,43.1,146.2,1014.4,57.7
Gangetic West Bengal,2015,1530.3,18.4,165.6,1304.9,41.3
Gangetic West Bengal,2016,1427,47.8,132.4,1157.8,89
Gangetic West Bengal,2017,1568.6,1.4,167.3,1138.9,261.1
Orissa,1901,1284.2,104.6,146.7,859.6,173.3
Orissa,1902,1349,3.5,172.1,1097.6,75.8
Orissa,1903,1568.3,38.6,118.5,1125.5,285.7
Orissa,1904,1514.8,12.4,130.9,1257.8,113.7
Orissa,1905,1357.3,41.5,230.7,1047.6,37.5
Orissa,1906,1408.2,108.1,92.2,1081.3,126.7
Orissa,1907,1447.1,17,202.3,1166.8,61.1
Orissa,1908,1430.6,36.8,81.4,1267.1,45.3
Orissa,1909,1535.5,17.7,206.3,1209.2,102.2
Orissa,1910,1598.5,11.2,115.5,1247.1,224.7
Orissa,1911,1417.3,2.7,101.4,1200,113.2
Orissa,1912,1397.2,63.5,99.3,1123.4,111
Orissa,1913,1544.3,57.5,108.9,1200.7,177.1
Orissa,1914,1598.5,20.2,252.3,1305.3,20.7
Orissa,1915,1437.1,36.9,137.1,988.3,274.8
Orissa,1916,1479.4,5,80.1,1122.5,271.9
Orissa,1917,1850.1,68.5,145.2,1255.4,381.1
Orissa,1918,1297.4,11.1,175.5,1094.7,16.1
Orissa,1919,1758.1,116.4,131.7,1317.6,192.4
Orissa,1920,1402.6,21.5,128.8,1205.8,46.5
Orissa,1921,1324,49.7,47.7,1159.4,67.2
Orissa,1922,1466.5,20.2,62.4,1302.9,81
Orissa,1923,1258.6,66.4,61.1,939,192.1
Orissa,1924,1263.4,36.1,100.8,868.1,258.3
Orissa,1925,1807.8,2,170,1418.6,217.2
Orissa,1926,1535.8,46.1,176.5,1222.4,90.7
Orissa,1927,1525.5,30.2,72.2,1308.8,114.3
Orissa,1928,1585.6,9.3,137.9,1228.2,210.3
Orissa,1929,1637.8,36.8,67.2,1332.7,201.1
Orissa,1930,1446.4,12.4,81.4,1156.3,196.3
Orissa,1931,1477.2,44.2,83.6,1055.9,293.4
Orissa,1932,1440.2,34.3,104.1,1108.6,193.3
Orissa,1933,1851,75.2,169.9,1436.7,169.2
Orissa,1934,1488.9,1.5,36.2,1327.9,123.3
Orissa,1935,1219.4,11.3,70.7,1117.5,19.9
Orissa,1936,1876,59.7,174.9,1469.9,171.4
Orissa,1937,1567.3,89,160.2,1241.6,76.5
Orissa,1938,1441.6,27.8,148.1,1063,202.7
Orissa,1939,1563.4,18.9,80.2,1260.9,203.3
Orissa,1940,1687.7,35.3,232.3,1348,72.1
Orissa,1941,1435.2,29.7,85,1103,217.5
Orissa,1942,1448.3,23.4,69.8,1216.9,138.3
Orissa,1943,1586.5,68,135.3,1291.2,92
Orissa,1944,1608.1,108,154.8,1180.6,164.6
Orissa,1945,1538.6,25,108.7,1215.9,189
Orissa,1946,1614.9,2.6,193.1,1242.3,176.8
Orissa,1947,1410.9,41.1,70.4,1100.7,198.6
Orissa,1948,1333.8,50.1,102.7,1024.1,156.9
Orissa,1949,1348.9,4,121.8,999.8,223.3
Orissa,1950,1392.8,21.2,126.8,1051.6,193.2
Orissa,1951,1396.2,2.2,174.8,1026.6,192.6
Orissa,1952,1516.7,9.8,123.7,1203.4,179.9
Orissa,1953,1437.7,45.8,37.7,1245.3,109
Orissa,1954,1208,6.8,78.1,990.8,132.4
Orissa,1955,1597,0.3,114.4,1167,315.3
Orissa,1956,1885.4,39.3,148.2,1499.5,198.4
Orissa,1957,1277.5,39,76.3,1112.7,49.6
Orissa,1958,1624,54.3,87.8,1212.6,269.3
Orissa,1959,1495.9,30.9,72.1,1218.2,174.7
Orissa,1960,1593,6.2,106.8,1331.8,148.2
Orissa,1961,1945.3,132.1,78.9,1542.1,192.2
Orissa,1962,1346.5,13.4,89.8,1072.2,171.2
Orissa,1963,1562,7,146.1,1198.1,210.8
Orissa,1964,1354.7,30,94,1138.3,92.3
Orissa,1965,1174.7,27.8,134.7,926.2,85.9
Orissa,1966,1286.8,53.5,66.8,1013.4,153.2
Orissa,1967,1427.5,71.4,154.3,1171,30.8
Orissa,1968,1464.1,63.1,92.9,1070.3,237.8
Orissa,1969,1283.2,1.7,112.1,1082.3,87.1
Orissa,1970,1412.3,32.1,140.2,1170.5,69.5
Orissa,1971,1596.8,39.6,161,1164.2,232.1
Orissa,1972,1324.9,22,44.8,1133.8,124.4
Orissa,1973,1573.5,7.3,109.7,1185.4,271
Orissa,1974,987,1.3,84.3,790.4,111.1
Orissa,1975,1392,19.5,58.1,1161.4,153
Orissa,1976,1178.8,10.1,94.3,1002.5,72
Orissa,1977,1477.9,9.9,181.1,1129.1,157.8
Orissa,1978,1439,35,111.5,1180.8,111.7
Orissa,1979,995.9,21.5,50.9,862.2,61.2
